_Cell,Seq,Chan,Fun,Hxf,Save2Mix,Notes,MxAdd,Shex,MxDatS,MxDat,sAdd,sCon,dAdd,dCon,Function,FunX,ShFunction,ShFunX,Table,ShTable,SigmaKey,Sigma,DspI2c,DspSpi,DspPage,DspAdd,DspAddHex,Checked,DefStr,Type,Neutral,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope
Aux005Geq005,1,5,5,,,Aux 31-band 1/3-octave GEQ gain per band,504,iwp,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,392,0x0188,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq006,1,5,6,,,Aux 31-band 1/3-octave GEQ gain per band,505,iwq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,393,0x0189,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq007,1,5,7,,,Aux 31-band 1/3-octave GEQ gain per band,506,iwr,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,394,0x018A,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq008,1,5,8,,,Aux 31-band 1/3-octave GEQ gain per band,507,iws,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,395,0x018B,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq009,1,5,9,,,Aux 31-band 1/3-octave GEQ gain per band,508,iwt,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,396,0x018C,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq010,1,5,10,,,Aux 31-band 1/3-octave GEQ gain per band,509,iwu,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,397,0x018D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq011,1,5,11,,,Aux 31-band 1/3-octave GEQ gain per band,510,iwv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,398,0x018E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq012,1,5,12,,,Aux 31-band 1/3-octave GEQ gain per band,511,iww,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,399,0x018F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq013,1,5,13,,,Aux 31-band 1/3-octave GEQ gain per band,512,jhh,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,400,0x0190,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq014,1,5,14,,,Aux 31-band 1/3-octave GEQ gain per band,513,jhi,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,401,0x0191,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq015,1,5,15,,,Aux 31-band 1/3-octave GEQ gain per band,514,jhj,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,402,0x0192,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq016,1,5,16,,,Aux 31-band 1/3-octave GEQ gain per band,515,jhk,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,403,0x0193,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq017,1,5,17,,,Aux 31-band 1/3-octave GEQ gain per band,516,jhl,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,404,0x0194,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq018,1,5,18,,,Aux 31-band 1/3-octave GEQ gain per band,517,jhm,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,405,0x0195,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq019,1,5,19,,,Aux 31-band 1/3-octave GEQ gain per band,518,jhn,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,406,0x0196,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq020,1,5,20,,,Aux 31-band 1/3-octave GEQ gain per band,519,jho,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,407,0x0197,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq021,1,5,21,,,Aux 31-band 1/3-octave GEQ gain per band,520,jhp,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,408,0x0198,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq022,1,5,22,,,Aux 31-band 1/3-octave GEQ gain per band,521,jhq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,409,0x0199,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq023,1,5,23,,,Aux 31-band 1/3-octave GEQ gain per band,522,jhr,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,410,0x019A,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq024,1,5,24,,,Aux 31-band 1/3-octave GEQ gain per band,523,jhs,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,411,0x019B,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq025,1,5,25,,,Aux 31-band 1/3-octave GEQ gain per band,524,jht,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,412,0x019C,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq026,1,5,26,,,Aux 31-band 1/3-octave GEQ gain per band,525,jhu,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,413,0x019D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq027,1,5,27,,,Aux 31-band 1/3-octave GEQ gain per band,526,jhv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,414,0x019E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq028,1,5,28,,,Aux 31-band 1/3-octave GEQ gain per band,527,jhw,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,415,0x019F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq029,1,5,29,,,Aux 31-band 1/3-octave GEQ gain per band,528,jih,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,416,0x01A0,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq030,1,5,30,,,Aux 31-band 1/3-octave GEQ gain per band,529,jii,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,417,0x01A1,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux005Geq031,1,5,31,,,Aux 31-band 1/3-octave GEQ gain per band,530,jij,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,418,0x01A2,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq001,1,6,1,,,Aux 31-band 1/3-octave GEQ gain per band,531,jik,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,478,0x01DE,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq002,1,6,2,,,Aux 31-band 1/3-octave GEQ gain per band,532,jil,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,479,0x01DF,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq003,1,6,3,,,Aux 31-band 1/3-octave GEQ gain per band,533,jim,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,480,0x01E0,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq004,1,6,4,,,Aux 31-band 1/3-octave GEQ gain per band,534,jin,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,481,0x01E1,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq005,1,6,5,,,Aux 31-band 1/3-octave GEQ gain per band,535,jio,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,482,0x01E2,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq006,1,6,6,,,Aux 31-band 1/3-octave GEQ gain per band,536,jip,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,483,0x01E3,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq007,1,6,7,,,Aux 31-band 1/3-octave GEQ gain per band,537,jiq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,484,0x01E4,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq008,1,6,8,,,Aux 31-band 1/3-octave GEQ gain per band,538,jir,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,485,0x01E5,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq009,1,6,9,,,Aux 31-band 1/3-octave GEQ gain per band,539,jis,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,486,0x01E6,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq010,1,6,10,,,Aux 31-band 1/3-octave GEQ gain per band,540,jit,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,487,0x01E7,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq011,1,6,11,,,Aux 31-band 1/3-octave GEQ gain per band,541,jiu,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,488,0x01E8,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq012,1,6,12,,,Aux 31-band 1/3-octave GEQ gain per band,542,jiv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,489,0x01E9,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq013,1,6,13,,,Aux 31-band 1/3-octave GEQ gain per band,543,jiw,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,490,0x01EA,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq014,1,6,14,,,Aux 31-band 1/3-octave GEQ gain per band,544,jjh,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,491,0x01EB,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq015,1,6,15,,,Aux 31-band 1/3-octave GEQ gain per band,545,jji,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,492,0x01EC,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq016,1,6,16,,,Aux 31-band 1/3-octave GEQ gain per band,546,jjj,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,493,0x01ED,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq017,1,6,17,,,Aux 31-band 1/3-octave GEQ gain per band,547,jjk,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,494,0x01EE,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq018,1,6,18,,,Aux 31-band 1/3-octave GEQ gain per band,548,jjl,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,495,0x01EF,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq019,1,6,19,,,Aux 31-band 1/3-octave GEQ gain per band,549,jjm,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,496,0x01F0,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq020,1,6,20,,,Aux 31-band 1/3-octave GEQ gain per band,550,jjn,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,497,0x01F1,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq021,1,6,21,,,Aux 31-band 1/3-octave GEQ gain per band,551,jjo,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,498,0x01F2,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq022,1,6,22,,,Aux 31-band 1/3-octave GEQ gain per band,552,jjp,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,499,0x01F3,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq023,1,6,23,,,Aux 31-band 1/3-octave GEQ gain per band,553,jjq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,500,0x01F4,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq024,1,6,24,,,Aux 31-band 1/3-octave GEQ gain per band,554,jjr,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,501,0x01F5,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq025,1,6,25,,,Aux 31-band 1/3-octave GEQ gain per band,555,jjs,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,502,0x01F6,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq026,1,6,26,,,Aux 31-band 1/3-octave GEQ gain per band,556,jjt,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,503,0x01F7,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq027,1,6,27,,,Aux 31-band 1/3-octave GEQ gain per band,557,jju,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,504,0x01F8,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq028,1,6,28,,,Aux 31-band 1/3-octave GEQ gain per band,558,jjv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,505,0x01F9,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq029,1,6,29,,,Aux 31-band 1/3-octave GEQ gain per band,559,jjw,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,506,0x01FA,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq030,1,6,30,,,Aux 31-band 1/3-octave GEQ gain per band,560,jkh,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,507,0x01FB,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux006Geq031,1,6,31,,,Aux 31-band 1/3-octave GEQ gain per band,561,jki,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,508,0x01FC,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq001,1,7,1,,,Aux 31-band 1/3-octave GEQ gain per band,562,jkj,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,568,0x0238,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq002,1,7,2,,,Aux 31-band 1/3-octave GEQ gain per band,563,jkk,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,569,0x0239,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq003,1,7,3,,,Aux 31-band 1/3-octave GEQ gain per band,564,jkl,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,570,0x023A,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq004,1,7,4,,,Aux 31-band 1/3-octave GEQ gain per band,565,jkm,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,571,0x023B,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq005,1,7,5,,,Aux 31-band 1/3-octave GEQ gain per band,566,jkn,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,572,0x023C,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq006,1,7,6,,,Aux 31-band 1/3-octave GEQ gain per band,567,jko,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,573,0x023D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq007,1,7,7,,,Aux 31-band 1/3-octave GEQ gain per band,568,jkp,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,574,0x023E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq008,1,7,8,,,Aux 31-band 1/3-octave GEQ gain per band,569,jkq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,575,0x023F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq009,1,7,9,,,Aux 31-band 1/3-octave GEQ gain per band,570,jkr,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,576,0x0240,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq010,1,7,10,,,Aux 31-band 1/3-octave GEQ gain per band,571,jks,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,577,0x0241,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq011,1,7,11,,,Aux 31-band 1/3-octave GEQ gain per band,572,jkt,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,578,0x0242,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq012,1,7,12,,,Aux 31-band 1/3-octave GEQ gain per band,573,jku,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,579,0x0243,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq013,1,7,13,,,Aux 31-band 1/3-octave GEQ gain per band,574,jkv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,580,0x0244,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq014,1,7,14,,,Aux 31-band 1/3-octave GEQ gain per band,575,jkw,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,581,0x0245,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq015,1,7,15,,,Aux 31-band 1/3-octave GEQ gain per band,576,jlh,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,582,0x0246,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq016,1,7,16,,,Aux 31-band 1/3-octave GEQ gain per band,577,jli,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,583,0x0247,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq017,1,7,17,,,Aux 31-band 1/3-octave GEQ gain per band,578,jlj,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,584,0x0248,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq018,1,7,18,,,Aux 31-band 1/3-octave GEQ gain per band,579,jlk,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,585,0x0249,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq019,1,7,19,,,Aux 31-band 1/3-octave GEQ gain per band,580,jll,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,586,0x024A,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq020,1,7,20,,,Aux 31-band 1/3-octave GEQ gain per band,581,jlm,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,587,0x024B,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq021,1,7,21,,,Aux 31-band 1/3-octave GEQ gain per band,582,jln,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,588,0x024C,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq022,1,7,22,,,Aux 31-band 1/3-octave GEQ gain per band,583,jlo,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,589,0x024D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq023,1,7,23,,,Aux 31-band 1/3-octave GEQ gain per band,584,jlp,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,590,0x024E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq024,1,7,24,,,Aux 31-band 1/3-octave GEQ gain per band,585,jlq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,591,0x024F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq025,1,7,25,,,Aux 31-band 1/3-octave GEQ gain per band,586,jlr,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,592,0x0250,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq026,1,7,26,,,Aux 31-band 1/3-octave GEQ gain per band,587,jls,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,593,0x0251,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq027,1,7,27,,,Aux 31-band 1/3-octave GEQ gain per band,588,jlt,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,594,0x0252,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq028,1,7,28,,,Aux 31-band 1/3-octave GEQ gain per band,589,jlu,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,595,0x0253,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq029,1,7,29,,,Aux 31-band 1/3-octave GEQ gain per band,590,jlv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,596,0x0254,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq030,1,7,30,,,Aux 31-band 1/3-octave GEQ gain per band,591,jlw,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,597,0x0255,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux007Geq031,1,7,31,,,Aux 31-band 1/3-octave GEQ gain per band,592,jmh,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,598,0x0256,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq001,1,8,1,,,Aux 31-band 1/3-octave GEQ gain per band,593,jmi,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,658,0x0292,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq002,1,8,2,,,Aux 31-band 1/3-octave GEQ gain per band,594,jmj,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,659,0x0293,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq003,1,8,3,,,Aux 31-band 1/3-octave GEQ gain per band,595,jmk,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,660,0x0294,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq004,1,8,4,,,Aux 31-band 1/3-octave GEQ gain per band,596,jml,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,661,0x0295,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq005,1,8,5,,,Aux 31-band 1/3-octave GEQ gain per band,597,jmm,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,662,0x0296,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq006,1,8,6,,,Aux 31-band 1/3-octave GEQ gain per band,598,jmn,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,663,0x0297,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq007,1,8,7,,,Aux 31-band 1/3-octave GEQ gain per band,599,jmo,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,664,0x0298,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq008,1,8,8,,,Aux 31-band 1/3-octave GEQ gain per band,600,jmp,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,665,0x0299,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq009,1,8,9,,,Aux 31-band 1/3-octave GEQ gain per band,601,jmq,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,666,0x029A,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq010,1,8,10,,,Aux 31-band 1/3-octave GEQ gain per band,602,jmr,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,667,0x029B,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq011,1,8,11,,,Aux 31-band 1/3-octave GEQ gain per band,603,jms,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,668,0x029C,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq012,1,8,12,,,Aux 31-band 1/3-octave GEQ gain per band,604,jmt,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,669,0x029D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq013,1,8,13,,,Aux 31-band 1/3-octave GEQ gain per band,605,jmu,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,670,0x029E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq014,1,8,14,,,Aux 31-band 1/3-octave GEQ gain per band,606,jmv,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,671,0x029F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq015,1,8,15,,,Aux 31-band 1/3-octave GEQ gain per band,607,jmw,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,672,0x02A0,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq016,1,8,16,,,Aux 31-band 1/3-octave GEQ gain per band,608,jnh,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,673,0x02A1,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Aux008Geq017,1,8,17,,,Aux 31-band 1/3-octave GEQ gain per band,609,jni,65,32,,,,,,,AuxEq,,0=-12/127=12/[Lin],,,,,2,1,674,0x02A2,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
