_Cell,Seq,Chan,Fun,Hxf,Save2Mix,Notes,MxAdd,Shex,MxDatS,MxDat,sAdd,sCon,dAdd,dCon,Function,FunX,ShFunction,ShFunX,Table,ShTable,SigmaKey,Sigma,DspI2c,DspSpi,DspPage,DspAdd,DspAddHex,Checked,DefStr,Type,Neutral,RampProfile,RampMode,RampUpMs,RampDownMs,RampCurve,RampScope
Main001Geq007,1,1,7,,,Main 31-band stereo GEQ gain per band,4022,wsn,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1389,0x056D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq008,1,1,8,,,Main 31-band stereo GEQ gain per band,4023,wso,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1390,0x056E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq009,1,1,9,,,Main 31-band stereo GEQ gain per band,4024,wsp,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1391,0x056F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq010,1,1,10,,,Main 31-band stereo GEQ gain per band,4025,wsq,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1392,0x0570,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq011,1,1,11,,,Main 31-band stereo GEQ gain per band,4026,wsr,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1393,0x0571,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq012,1,1,12,,,Main 31-band stereo GEQ gain per band,4027,wss,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1394,0x0572,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq013,1,1,13,,,Main 31-band stereo GEQ gain per band,4028,wst,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1395,0x0573,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq014,1,1,14,,,Main 31-band stereo GEQ gain per band,4029,wsu,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1396,0x0574,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq015,1,1,15,,,Main 31-band stereo GEQ gain per band,4030,wsv,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1397,0x0575,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq016,1,1,16,,,Main 31-band stereo GEQ gain per band,4031,wsw,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1398,0x0576,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq017,1,1,17,,,Main 31-band stereo GEQ gain per band,4032,wth,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1399,0x0577,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq018,1,1,18,,,Main 31-band stereo GEQ gain per band,4033,wti,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1400,0x0578,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq019,1,1,19,,,Main 31-band stereo GEQ gain per band,4034,wtj,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1401,0x0579,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq020,1,1,20,,,Main 31-band stereo GEQ gain per band,4035,wtk,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1402,0x057A,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq021,1,1,21,,,Main 31-band stereo GEQ gain per band,4036,wtl,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1403,0x057B,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq022,1,1,22,,,Main 31-band stereo GEQ gain per band,4037,wtm,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1404,0x057C,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq023,1,1,23,,,Main 31-band stereo GEQ gain per band,4038,wtn,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1405,0x057D,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq024,1,1,24,,,Main 31-band stereo GEQ gain per band,4039,wto,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1406,0x057E,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq025,1,1,25,,,Main 31-band stereo GEQ gain per band,4040,wtp,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1407,0x057F,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq026,1,1,26,,,Main 31-band stereo GEQ gain per band,4041,wtq,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1408,0x0580,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq027,1,1,27,,,Main 31-band stereo GEQ gain per band,4042,wtr,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1409,0x0581,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq028,1,1,28,,,Main 31-band stereo GEQ gain per band,4043,wts,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1410,0x0582,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq029,1,1,29,,,Main 31-band stereo GEQ gain per band,4044,wtt,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1411,0x0583,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq030,1,1,30,,,Main 31-band stereo GEQ gain per band,4045,wtu,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1412,0x0584,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Main001Geq031,1,1,31,,,Main 31-band stereo GEQ gain per band,4046,wtv,65,32,,,,,,,MainEq,,0=-12/127=12/[Lin],,,,,2,1,1413,0x0585,,,,32,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Matrix001Level001,1,1,1,,,Matrix output master level,4047,wtw,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,2,1,2003,0x07D3,,,,190,GainFast,Slew,3,8,Exp,Scalar
Matrix002Level001,1,2,1,,,Matrix output master level,4048,wuh,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,2,1,2008,0x07D8,,,,190,GainFast,Slew,3,8,Exp,Scalar
Matrix001Mute001,1,1,1,,,Matrix output mute on/off,4049,wui,2,,,,,,,,,,,,,,,2,1,2005,0x07D5,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Matrix002Mute001,1,2,1,,,Matrix output mute on/off,4050,wuj,2,,,,,,,,,,,,,,,2,1,2010,0x07DA,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Mon001Delay001,1,1,1,,,Monitor output delay up to 250ms,4051,wuk,255,,,,,,,,,,0=0/127=250/[Log],,,,,2,1,1794,0x0702,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Mon001InputSel001,1,1,1,,,Monitor source select (L/R or aux),4052,wul,2,,,,,,,,,,,,,,,2,1,1788,0x06FC,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Mon001Level001,1,1,1,,,Monitor output level (L/R),4053,wum,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,2,1,1789,0x06FD,,,,-,GainFast,Slew,3,8,Exp,Scalar
Mon001Level002,1,1,2,,,Monitor output level (L/R),4054,wun,255,,,,,,,,,,dB:Off:-50@31:-30@63:-10@127:10,,,,,2,1,1790,0x06FE,,,,-,GainFast,Slew,3,8,Exp,Scalar
Mute001On001,1,1,1,,false,Mute group 1-8 master on/off,4055,wuo,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute002On001,1,2,1,,false,Mute group 1-8 master on/off,4056,wup,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute003On001,1,3,1,,false,Mute group 1-8 master on/off,4057,wuq,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute004On001,1,4,1,,false,Mute group 1-8 master on/off,4058,wur,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute005On001,1,5,1,,false,Mute group 1-8 master on/off,4059,wus,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute006On001,1,6,1,,false,Mute group 1-8 master on/off,4060,wut,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute007On001,1,7,1,,false,Mute group 1-8 master on/off,4061,wuu,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Mute008On001,1,8,1,,false,Mute group 1-8 master on/off,4062,wuv,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Hpf001,1,1,1,,,Noise gen HPF 80Hz on/off,4063,wuw,2,,,,,,,,,,,,,,,1,1,4746,0x128A,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Noise001Level001,1,1,1,,,Noise/tone generator output level,4064,wvh,255,,,,,,,,,,0=-40/127=0/[Lin],,,,,1,1,4745,0x1289,,,,-,GainFast,Slew,3,8,Exp,Scalar
Noise001On001,1,1,1,,,Noise/tone generator on/off,4065,wvi,2,,,,,,,,,,,,,,,1,1,4744,0x1288,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Noise001Dest001,1,1,1,,,Noise routing to aux/main outputs,4066,wvj,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest002,1,1,2,,,Noise routing to aux/main outputs,4067,wvk,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest003,1,1,3,,,Noise routing to aux/main outputs,4068,wvl,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest004,1,1,4,,,Noise routing to aux/main outputs,4069,wvm,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest005,1,1,5,,,Noise routing to aux/main outputs,4070,wvn,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest006,1,1,6,,,Noise routing to aux/main outputs,4071,wvo,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest007,1,1,7,,,Noise routing to aux/main outputs,4072,wvp,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest008,1,1,8,,,Noise routing to aux/main outputs,4073,wvq,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest009,1,1,9,,,Noise routing to aux/main outputs,4074,wvr,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Noise001Dest010,1,1,10,,,Noise routing to aux/main outputs,4075,wvs,11,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Pi001On001,1,1,1,,false,Pi playback input on/off,4076,wvt,2,,,,,,,,,,,,,,,2,1,1860,0x0744,,,,1,InstantCtl,Instant,0,0,Linear,Scalar
Pi001Level001,1,1,1,,false,Pi playback input level,4077,wvu,255,,,,,,,,,,0=-20/127=6/[Lin],,,,,2,1,1859,0x0743,,,,,GainFast,Slew,3,8,Exp,Scalar
Rec001Level001,1,1,1,,false,USB 2-track record level,4078,wvv,255,,,,,,,,,,0=-20/127=6/[Lin],,,,,,,,,,,,-,,,,,,
Rec001Play001,1,1,1,,false,USB 2-track playback toggle,4079,wvw,2,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
Rec001Rec001,1,1,1,,false,USB 2-track record toggle,4080,wwh,2,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
Rec001Src001,1,1,1,,false,USB 2-track source (L/R or A1-4),4081,wwi,4,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
Rta001On001,1,1,1,,false,1/3-octave real-time analyser on/off,4082,wwj,2,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
Rta001Src001,1,1,1,,false,RTA input source select (main/aux/cue),4083,wwk,8,,,,,,,,,,,,,,,,,,,,,,-,,,,,,
Grp001CompAtt001,1,1,1,,,Group compressor attack,4084,wwl,255,,,,,,,,GrpComp,,0=0/254=250/[Log],,,,,2,1,1127,0x0467,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp002CompAtt001,1,2,1,,,Group compressor attack,4085,wwm,255,,,,,,,,GrpComp,,0=0/254=250/[Log],,,,,2,1,1187,0x04A3,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp003CompAtt001,1,3,1,,,Group compressor attack,4086,wwn,255,,,,,,,,GrpComp,,0=0/254=250/[Log],,,,,2,1,1247,0x04DF,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp004CompAtt001,1,4,1,,,Group compressor attack,4087,wwo,255,,,,,,,,GrpComp,,0=0/254=250/[Log],,,,,2,1,1307,0x051B,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp001CompKnee001,1,1,1,,,Group compressor soft/hard knee,4088,wwp,2,,,,,,,,GrpComp,,,,,,,2,1,1130,0x046A,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompKnee001,1,2,1,,,Group compressor soft/hard knee,4089,wwq,2,,,,,,,,GrpComp,,,,,,,2,1,1190,0x04A6,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompKnee001,1,3,1,,,Group compressor soft/hard knee,4090,wwr,2,,,,,,,,GrpComp,,,,,,,2,1,1250,0x04E2,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompKnee001,1,4,1,,,Group compressor soft/hard knee,4091,wws,2,,,,,,,,GrpComp,,,,,,,2,1,1310,0x051E,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompMake001,1,1,1,,,Group compressor makeup gain,4092,wwt,33,,,,,,,,GrpComp,,0=0/127=20/[Lin],,,,,2,1,1129,0x0469,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp002CompMake001,1,2,1,,,Group compressor makeup gain,4093,wwu,33,,,,,,,,GrpComp,,0=0/127=20/[Lin],,,,,2,1,1189,0x04A5,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp003CompMake001,1,3,1,,,Group compressor makeup gain,4094,wwv,33,,,,,,,,GrpComp,,0=0/127=20/[Lin],,,,,2,1,1249,0x04E1,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp004CompMake001,1,4,1,,,Group compressor makeup gain,4095,www,33,,,,,,,,GrpComp,,0=0/127=20/[Lin],,,,,2,1,1309,0x051D,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp001CompOn001,1,1,1,,,Group compressor on/off,4096,ihhh,2,,,,,,,,GrpComp,,,,,,,2,1,1124,0x0464,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompOn001,1,2,1,,,Group compressor on/off,4097,ihhi,2,,,,,,,,GrpComp,,,,,,,2,1,1184,0x04A0,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompOn001,1,3,1,,,Group compressor on/off,4098,ihhj,2,,,,,,,,GrpComp,,,,,,,2,1,1244,0x04DC,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompOn001,1,4,1,,,Group compressor on/off,4099,ihhk,2,,,,,,,,GrpComp,,,,,,,2,1,1304,0x0518,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompPar001,1,1,1,,,Group parallel compression blend,4100,ihhl,33,,,,,,,,GrpComp,,0=0/127=100/[Lin],,,,,2,1,1131,0x046B,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp002CompPar001,1,2,1,,,Group parallel compression blend,4101,ihhm,33,,,,,,,,GrpComp,,0=0/127=100/[Lin],,,,,2,1,1191,0x04A7,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp003CompPar001,1,3,1,,,Group parallel compression blend,4102,ihhn,33,,,,,,,,GrpComp,,0=0/127=100/[Lin],,,,,2,1,1251,0x04E3,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp004CompPar001,1,4,1,,,Group parallel compression blend,4103,ihho,33,,,,,,,,GrpComp,,0=0/127=100/[Lin],,,,,2,1,1311,0x051F,,,,0,GainFast,Slew,3,8,Exp,Scalar
Grp001CompRat001,1,1,1,,,Group compressor ratio,4104,ihhp,128,,,,,,,,GrpComp,,0=1/127=30/[Log],,,,,2,1,1126,0x0466,,,,0,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp002CompRat001,1,2,1,,,Group compressor ratio,4105,ihhq,128,,,,,,,,GrpComp,,0=1/127=30/[Log],,,,,2,1,1186,0x04A2,,,,0,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp003CompRat001,1,3,1,,,Group compressor ratio,4106,ihhr,128,,,,,,,,GrpComp,,0=1/127=30/[Log],,,,,2,1,1246,0x04DE,,,,0,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp004CompRat001,1,4,1,,,Group compressor ratio,4107,ihhs,128,,,,,,,,GrpComp,,0=1/127=30/[Log],,,,,2,1,1306,0x051A,,,,0,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp001CompRel001,1,1,1,,,Group compressor release,4108,ihht,255,,,,,,,,GrpComp,,0=5/254=5000/[Log],,,,,2,1,1128,0x0468,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp002CompRel001,1,2,1,,,Group compressor release,4109,ihhu,255,,,,,,,,GrpComp,,0=5/254=5000/[Log],,,,,2,1,1188,0x04A4,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp003CompRel001,1,3,1,,,Group compressor release,4110,ihhv,255,,,,,,,,GrpComp,,0=5/254=5000/[Log],,,,,2,1,1248,0x04E0,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp004CompRel001,1,4,1,,,Group compressor release,4111,ihhw,255,,,,,,,,GrpComp,,0=5/254=5000/[Log],,,,,2,1,1308,0x051C,,,,-,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp001CompDetSrc001,1,1,1,,,Group compressor self-key tap source (PreEQ/PostEQ),4112,ihih,2,,,,,,,,GrpComp,,,,,,,2,1,1134,0x046E,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompDetSrc001,1,2,1,,,Group compressor self-key tap source (PreEQ/PostEQ),4113,ihii,2,,,,,,,,GrpComp,,,,,,,2,1,1194,0x04AA,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompDetSrc001,1,3,1,,,Group compressor self-key tap source (PreEQ/PostEQ),4114,ihij,2,,,,,,,,GrpComp,,,,,,,2,1,1254,0x04E6,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompDetSrc001,1,4,1,,,Group compressor self-key tap source (PreEQ/PostEQ),4115,ihik,2,,,,,,,,GrpComp,,,,,,,2,1,1314,0x0522,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompEqPos001,1,1,1,,,Group compressor EQ position (Pre/Post),4116,ihil,2,,,,,,,,GrpComp,,,,,,,2,1,1136,0x0470,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompEqPos001,1,2,1,,,Group compressor EQ position (Pre/Post),4117,ihim,2,,,,,,,,GrpComp,,,,,,,2,1,1196,0x04AC,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompEqPos001,1,3,1,,,Group compressor EQ position (Pre/Post),4118,ihin,2,,,,,,,,GrpComp,,,,,,,2,1,1256,0x04E8,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompEqPos001,1,4,1,,,Group compressor EQ position (Pre/Post),4119,ihio,2,,,,,,,,GrpComp,,,,,,,2,1,1316,0x0524,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompFilterHpf001,1,1,1,,,Group compressor sidechain HPF frequency,4120,ihip,65,32,,,,,,,GrpComp,,0=20/64=1000/[Log],,,,,2,1,1138,0x0472,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompFilterHpf001,1,2,1,,,Group compressor sidechain HPF frequency,4121,ihiq,65,32,,,,,,,GrpComp,,0=20/64=1000/[Log],,,,,2,1,1198,0x04AE,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompFilterHpf001,1,3,1,,,Group compressor sidechain HPF frequency,4122,ihir,65,32,,,,,,,GrpComp,,0=20/64=1000/[Log],,,,,2,1,1258,0x04EA,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompFilterHpf001,1,4,1,,,Group compressor sidechain HPF frequency,4123,ihis,65,32,,,,,,,GrpComp,,0=20/64=1000/[Log],,,,,2,1,1318,0x0526,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompFilterLpf001,1,1,1,,,Group compressor sidechain LPF frequency,4124,ihit,255,127,,,,,,,GrpComp,,0=500/127=20000/[Log],,,,,2,1,1138,0x0472,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompFilterLpf001,1,2,1,,,Group compressor sidechain LPF frequency,4125,ihiu,255,127,,,,,,,GrpComp,,0=500/127=20000/[Log],,,,,2,1,1198,0x04AE,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompFilterLpf001,1,3,1,,,Group compressor sidechain LPF frequency,4126,ihiv,255,127,,,,,,,GrpComp,,0=500/127=20000/[Log],,,,,2,1,1258,0x04EA,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompFilterLpf001,1,4,1,,,Group compressor sidechain LPF frequency,4127,ihiw,255,127,,,,,,,GrpComp,,0=500/127=20000/[Log],,,,,2,1,1318,0x0526,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompFilterOn001,1,1,1,,,Group compressor sidechain filter on/off,4128,ihjh,2,,,,,,,,GrpComp,,,,,,,2,1,1137,0x0471,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompFilterOn001,1,2,1,,,Group compressor sidechain filter on/off,4129,ihji,2,,,,,,,,GrpComp,,,,,,,2,1,1197,0x04AD,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompFilterOn001,1,3,1,,,Group compressor sidechain filter on/off,4130,ihjj,2,,,,,,,,GrpComp,,,,,,,2,1,1257,0x04E9,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompFilterOn001,1,4,1,,,Group compressor sidechain filter on/off,4131,ihjk,2,,,,,,,,GrpComp,,,,,,,2,1,1317,0x0525,,,,0,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompFilterQ001,1,1,1,,,Group compressor sidechain filter Q,4132,ihjl,15,7,,,,,,,GrpComp,,0=0.1/14=10/[Log],,,,,2,1,1138,0x0472,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompFilterQ001,1,2,1,,,Group compressor sidechain filter Q,4133,ihjm,15,7,,,,,,,GrpComp,,0=0.1/14=10/[Log],,,,,2,1,1198,0x04AE,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompFilterQ001,1,3,1,,,Group compressor sidechain filter Q,4134,ihjn,15,7,,,,,,,GrpComp,,0=0.1/14=10/[Log],,,,,2,1,1258,0x04EA,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompFilterQ001,1,4,1,,,Group compressor sidechain filter Q,4135,ihjo,15,7,,,,,,,GrpComp,,0=0.1/14=10/[Log],,,,,2,1,1318,0x0526,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompKey001,1,1,1,,,Group compressor sidechain key source,4136,ihjp,33,,,,,,,,GrpComp,,,,,,,2,1,1133,0x046D,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompKey001,1,2,1,,,Group compressor sidechain key source,4137,ihjq,33,,,,,,,,GrpComp,,,,,,,2,1,1193,0x04A9,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompKey001,1,3,1,,,Group compressor sidechain key source,4138,ihjr,33,,,,,,,,GrpComp,,,,,,,2,1,1253,0x04E5,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompKey001,1,4,1,,,Group compressor sidechain key source,4139,ihjs,33,,,,,,,,GrpComp,,,,,,,2,1,1313,0x0521,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompLimMode001,1,1,1,,,Group compressor/limiter mode toggle,4140,ihjt,2,,,,,,,,GrpComp,,,,,,,2,1,1135,0x046F,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompLimMode001,1,2,1,,,Group compressor/limiter mode toggle,4141,ihju,2,,,,,,,,GrpComp,,,,,,,2,1,1195,0x04AB,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompLimMode001,1,3,1,,,Group compressor/limiter mode toggle,4142,ihjv,2,,,,,,,,GrpComp,,,,,,,2,1,1255,0x04E7,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompLimMode001,1,4,1,,,Group compressor/limiter mode toggle,4143,ihjw,2,,,,,,,,GrpComp,,,,,,,2,1,1315,0x0523,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001CompThr001,1,1,1,,,Group compressor threshold,4144,ihkh,141,,,,,,,,GrpComp,,0=-60/140=10/[Lin],,,,,2,1,1125,0x0465,,,,140,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp002CompThr001,1,2,1,,,Group compressor threshold,4145,ihki,141,,,,,,,,GrpComp,,0=-60/140=10/[Lin],,,,,2,1,1185,0x04A1,,,,140,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp003CompThr001,1,3,1,,,Group compressor threshold,4146,ihkj,141,,,,,,,,GrpComp,,0=-60/140=10/[Lin],,,,,2,1,1245,0x04DD,,,,140,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp004CompThr001,1,4,1,,,Group compressor threshold,4147,ihkk,141,,,,,,,,GrpComp,,0=-60/140=10/[Lin],,,,,2,1,1305,0x0519,,,,140,DynSafe,LinearFrames,6,20,Exp,Scalar
Grp001CompType001,1,1,1,,,Group compressor type (Tube/FET/VCA/Optical),4148,ihkl,4,,,,,,,,GrpComp,,,,,,,2,1,1132,0x046C,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp002CompType001,1,2,1,,,Group compressor type (Tube/FET/VCA/Optical),4149,ihkm,4,,,,,,,,GrpComp,,,,,,,2,1,1192,0x04A8,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp003CompType001,1,3,1,,,Group compressor type (Tube/FET/VCA/Optical),4150,ihkn,4,,,,,,,,GrpComp,,,,,,,2,1,1252,0x04E4,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp004CompType001,1,4,1,,,Group compressor type (Tube/FET/VCA/Optical),4151,ihko,4,,,,,,,,GrpComp,,,,,,,2,1,1312,0x0520,,,,-,InstantCtl,Instant,0,0,Linear,Scalar
Grp001EqFreq001,1,1,1,,,Group 4-band parametric EQ freq,4152,ihkp,255,127,,,,,,,GrpEq,,0=20/254=200/[Log],,,,,2,1,1084,0x043C,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
Grp002EqFreq001,1,2,1,,,Group 4-band parametric EQ freq,4153,ihkq,255,127,,,,,,,GrpEq,,0=20/254=200/[Log],,,,,2,1,1144,0x0478,,,,-,EqSafe,LinearFrames,12,12,Linear,CoeffSetAtomic
