id,chip,type,label,ch_count,inputs,outputs,spi_page,spi_addr,params,ramp_profile
C2_AUX_AFB_11,2,ANTI_FB,Aux 11 AntiFB,1,C2_AUX_GEQ_11,C2_AUX_LIM_11,1,959,notch_count=6,EqSafe
C2_AUX_LIM_11,2,LIMITER,Aux 11 Lim,1,C2_AUX_AFB_11,C2_AUX_DLY_11,1,983,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_AUX_DLY_11,2,DELAY,Aux 11 Delay,1,C2_AUX_LIM_11,C2_AUX_OUT_11,1,987,delay_ms=0.0;max_ms=250.0,InstantCtl
C2_AUX_OUT_11,2,OUTPUT_TDM,Aux 11 Out,1,C2_AUX_DLY_11,,1,989,sport_id=1;slot_start=2;slot_count=1;sport_slots=8;signal=DAC_11,
C2_AUX_FDR_12,2,FADER_PAN,Aux 12 Fader,1,C2_MIX_AUX_12,C2_AUX_EQ_12,1,990,"level_db=0.0;pan=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_AUX_EQ_12,2,EQ_BIQUAD,Aux 12 EQ,1,C2_AUX_FDR_12,C2_AUX_GEQ_12,1,994,bands=4;coeffs=default,EqSafe
C2_AUX_GEQ_12,2,GEQ,Aux 12 GEQ,1,C2_AUX_EQ_12,C2_AUX_AFB_12,1,1018,bands=31,EqSafe
C2_AUX_AFB_12,2,ANTI_FB,Aux 12 AntiFB,1,C2_AUX_GEQ_12,C2_AUX_LIM_12,1,1049,notch_count=6,EqSafe
C2_AUX_LIM_12,2,LIMITER,Aux 12 Lim,1,C2_AUX_AFB_12,C2_AUX_DLY_12,1,1073,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_AUX_DLY_12,2,DELAY,Aux 12 Delay,1,C2_AUX_LIM_12,C2_AUX_OUT_12,1,1077,delay_ms=0.0;max_ms=250.0,InstantCtl
C2_AUX_OUT_12,2,OUTPUT_TDM,Aux 12 Out,1,C2_AUX_DLY_12,,1,1079,sport_id=1;slot_start=3;slot_count=1;sport_slots=8;signal=DAC_12,
C2_GRP_FDR_01,2,FADER_PAN,Grp 1 Fader,1,C2_RECV_GRP_01,C2_GRP_EQ_01,1,1080,"level_db=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_GRP_EQ_01,2,EQ_BIQUAD,Grp 1 EQ,1,C2_GRP_FDR_01,C2_GRP_GEQ_01,1,1084,bands=4;coeffs=default,EqSafe
C2_GRP_GEQ_01,2,GEQ,Grp 1 GEQ,1,C2_GRP_EQ_01,C2_GRP_GATE_01,1,1879,bands=31,EqSafe
C2_GRP_GATE_01,2,GATE,Grp 1 Gate,1,C2_GRP_GEQ_01,C2_GRP_COMP_01,1,1108,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0,DynSafe
C2_GRP_COMP_01,2,COMPRESSOR,Grp 1 Comp,1,C2_GRP_GATE_01,C2_MIX_MAIN_L;C2_MIX_MAIN_R,1,1124,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_GRP_FDR_02,2,FADER_PAN,Grp 2 Fader,1,C2_RECV_GRP_02,C2_GRP_EQ_02,1,1140,"level_db=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_GRP_EQ_02,2,EQ_BIQUAD,Grp 2 EQ,1,C2_GRP_FDR_02,C2_GRP_GEQ_02,1,1144,bands=4;coeffs=default,EqSafe
C2_GRP_GEQ_02,2,GEQ,Grp 2 GEQ,1,C2_GRP_EQ_02,C2_GRP_GATE_02,1,1910,bands=31,EqSafe
C2_GRP_GATE_02,2,GATE,Grp 2 Gate,1,C2_GRP_GEQ_02,C2_GRP_COMP_02,1,1168,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0,DynSafe
C2_GRP_COMP_02,2,COMPRESSOR,Grp 2 Comp,1,C2_GRP_GATE_02,C2_MIX_MAIN_L;C2_MIX_MAIN_R,1,1184,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_GRP_FDR_03,2,FADER_PAN,Grp 3 Fader,1,C2_RECV_GRP_03,C2_GRP_EQ_03,1,1200,"level_db=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_GRP_EQ_03,2,EQ_BIQUAD,Grp 3 EQ,1,C2_GRP_FDR_03,C2_GRP_GEQ_03,1,1204,bands=4;coeffs=default,EqSafe
C2_GRP_GEQ_03,2,GEQ,Grp 3 GEQ,1,C2_GRP_EQ_03,C2_GRP_GATE_03,1,1941,bands=31,EqSafe
C2_GRP_GATE_03,2,GATE,Grp 3 Gate,1,C2_GRP_GEQ_03,C2_GRP_COMP_03,1,1228,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0,DynSafe
C2_GRP_COMP_03,2,COMPRESSOR,Grp 3 Comp,1,C2_GRP_GATE_03,C2_MIX_MAIN_L;C2_MIX_MAIN_R,1,1244,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_GRP_FDR_04,2,FADER_PAN,Grp 4 Fader,1,C2_RECV_GRP_04,C2_GRP_EQ_04,1,1260,"level_db=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_GRP_EQ_04,2,EQ_BIQUAD,Grp 4 EQ,1,C2_GRP_FDR_04,C2_GRP_GEQ_04,1,1264,bands=4;coeffs=default,EqSafe
C2_GRP_GEQ_04,2,GEQ,Grp 4 GEQ,1,C2_GRP_EQ_04,C2_GRP_GATE_04,1,1972,bands=31,EqSafe
C2_GRP_GATE_04,2,GATE,Grp 4 Gate,1,C2_GRP_GEQ_04,C2_GRP_COMP_04,1,1288,threshold_db=-40.0;attack_ms=1.0;hold_ms=50.0;release_ms=100.0;range_db=60.0;key=0,DynSafe
C2_GRP_COMP_04,2,COMPRESSOR,Grp 4 Comp,1,C2_GRP_GATE_04,C2_MIX_MAIN_L;C2_MIX_MAIN_R,1,1304,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_SUB_FDR,2,FADER_PAN,Sub Fader,1,C2_RECV_SUB,C2_SUB_EQ,1,1320,"level_db=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_SUB_EQ,2,EQ_BIQUAD,Sub EQ,1,C2_SUB_FDR,C2_SUB_COMP,1,1324,bands=4;coeffs=default,EqSafe
C2_SUB_COMP,2,COMPRESSOR,Sub Comp,1,C2_SUB_EQ,C2_SUB_LIM,1,1348,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_SUB_LIM,2,LIMITER,Sub Lim,1,C2_SUB_COMP,C2_SUB_DLY,1,1364,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_SUB_DLY,2,DELAY,Sub Delay,1,C2_SUB_LIM,C2_SUB_OUT,1,1368,delay_ms=0.0;max_ms=250.0,InstantCtl
C2_SUB_OUT,2,OUTPUT_TDM,Sub Out,1,C2_SUB_DLY,,1,1370,sport_id=4;slot_start=0;slot_count=1;sport_slots=8;signal=NET_OUT_01,
C2_MIX_MAIN_L,2,MIX_BUS,Main Mix L,1,C2_RECV_MAIN_L;C2_GRP_COMP_01;C2_GRP_COMP_02;C2_GRP_COMP_03;C2_GRP_COMP_04;C2_USB_IN;C2_BT_IN;C2_CODEC_AUX_IN;C2_PI_IN;C2_SNK_IN_01;C2_SNK_IN_02;C2_SNK_IN_03;C2_SNK_IN_04;C2_SNK_IN_05;C2_SNK_IN_06;C2_SNK_IN_07;C2_SNK_IN_08;C2_FX_FDR_01;C2_FX_FDR_02;C2_FX_FDR_03;C2_FX_FDR_04;C2_FX_FDR_05;C2_FX_FDR_06,C2_MAIN_FDR,1,1371,bus_id=0,
C2_MIX_MAIN_R,2,MIX_BUS,Main Mix R,1,C2_RECV_MAIN_R;C2_GRP_COMP_01;C2_GRP_COMP_02;C2_GRP_COMP_03;C2_GRP_COMP_04;C2_USB_IN;C2_BT_IN;C2_CODEC_AUX_IN;C2_PI_IN;C2_SNK_IN_01;C2_SNK_IN_02;C2_SNK_IN_03;C2_SNK_IN_04;C2_SNK_IN_05;C2_SNK_IN_06;C2_SNK_IN_07;C2_SNK_IN_08;C2_FX_FDR_01;C2_FX_FDR_02;C2_FX_FDR_03;C2_FX_FDR_04;C2_FX_FDR_05;C2_FX_FDR_06,C2_MAIN_FDR,1,1375,bus_id=1,
C2_MAIN_FDR,2,FADER_PAN,Main Fader,2,C2_MIX_MAIN_L;C2_MIX_MAIN_R,C2_MAIN_GEQ,1,1379,"level_db=0.0;mute=0;host_cells=Dca,DcaOn",GainFast
C2_MAIN_GEQ,2,GEQ,Main GEQ,2,C2_MAIN_FDR,C2_MAIN_COMP,1,1383,bands=31,EqSafe
C2_MAIN_COMP,2,COMPRESSOR,Main Comp,2,C2_MAIN_GEQ,C2_MAIN_LIM,1,1414,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;parallel=100;type=VCA,DynSafe
C2_MAIN_LIM,2,LIMITER,Main Lim,2,C2_MAIN_COMP,C2_MAIN_DLY,1,1430,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_MAIN_DLY,2,DELAY,Main Delay,2,C2_MAIN_LIM,C2_MAIN_XOVER;C2_MAIN_ST_OUT;C2_CODEC_AUX_OUT,1,1434,delay_ms=0.0;max_ms=250.0,InstantCtl
C2_MAIN_XOVER,2,CROSSOVER,Main Xover,2,C2_MAIN_DLY,C2_MAIN_OUT_01;C2_MAIN_OUT_02;C2_MAIN_OUT_03;C2_MAIN_OUT_04,1,1436,freq=120.0;slope=24,EqSafe
C2_MAIN_OEQ_01,2,EQ_BIQUAD,Main Out 1 EQ,1,C2_MAIN_XOVER,C2_MAIN_OCOMP_01,1,1440,bands=4;coeffs=default,EqSafe
C2_MAIN_OCOMP_01,2,COMPRESSOR,Main Out 1 Comp,1,C2_MAIN_OEQ_01,C2_MAIN_OLIM_01,1,1464,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_MAIN_OLIM_01,2,LIMITER,Main Out 1 Lim,1,C2_MAIN_OCOMP_01,C2_MAIN_OUT_01,1,1480,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_MAIN_OUT_01,2,OUTPUT_TDM,Main Out 1,1,C2_MAIN_OLIM_01,,1,1484,sport_id=1;slot_start=4;slot_count=1;sport_slots=8;signal=DAC_13;mo_page=1;mo_addr=2167,
C2_MAIN_OEQ_02,2,EQ_BIQUAD,Main Out 2 EQ,1,C2_MAIN_XOVER,C2_MAIN_OCOMP_02,1,1485,bands=4;coeffs=default,EqSafe
C2_MAIN_OCOMP_02,2,COMPRESSOR,Main Out 2 Comp,1,C2_MAIN_OEQ_02,C2_MAIN_OLIM_02,1,1509,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_MAIN_OLIM_02,2,LIMITER,Main Out 2 Lim,1,C2_MAIN_OCOMP_02,C2_MAIN_OUT_02,1,1525,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_MAIN_OUT_02,2,OUTPUT_TDM,Main Out 2,1,C2_MAIN_OLIM_02,,1,1529,sport_id=1;slot_start=5;slot_count=1;sport_slots=8;signal=DAC_14;mo_page=1;mo_addr=2169,
C2_MAIN_OEQ_03,2,EQ_BIQUAD,Main Out 3 EQ,1,C2_MAIN_XOVER,C2_MAIN_OCOMP_03,1,1530,bands=4;coeffs=default,EqSafe
C2_MAIN_OCOMP_03,2,COMPRESSOR,Main Out 3 Comp,1,C2_MAIN_OEQ_03,C2_MAIN_OLIM_03,1,1554,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_MAIN_OLIM_03,2,LIMITER,Main Out 3 Lim,1,C2_MAIN_OCOMP_03,C2_MAIN_OUT_03,1,1570,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_MAIN_OUT_03,2,OUTPUT_TDM,Main Out 3,1,C2_MAIN_OLIM_03,,1,1574,sport_id=1;slot_start=6;slot_count=1;sport_slots=8;signal=DAC_15;mo_page=1;mo_addr=2171,
C2_MAIN_OEQ_04,2,EQ_BIQUAD,Main Out 4 EQ,1,C2_MAIN_XOVER,C2_MAIN_OCOMP_04,1,1575,bands=4;coeffs=default,EqSafe
C2_MAIN_OCOMP_04,2,COMPRESSOR,Main Out 4 Comp,1,C2_MAIN_OEQ_04,C2_MAIN_OLIM_04,1,1599,threshold_db=-20.0;ratio=4.0;attack_ms=5.0;release_ms=100.0;knee_db=6.0;makeup_db=0.0;type=VCA,DynSafe
C2_MAIN_OLIM_04,2,LIMITER,Main Out 4 Lim,1,C2_MAIN_OCOMP_04,C2_MAIN_OUT_04,1,1615,threshold_db=-0.5;attack_ms=0.1;release_ms=50.0,DynSafe
C2_MAIN_OUT_04,2,OUTPUT_TDM,Main Out 4,1,C2_MAIN_OLIM_04,,1,1619,sport_id=1;slot_start=7;slot_count=1;sport_slots=8;signal=DAC_16;mo_page=1;mo_addr=2173,
C2_MON,2,MONITOR,Monitor,2,C2_MAIN_FDR,C2_MON_DLY,1,1788,level_l_db=0.0;level_r_db=0.0;source=main,GainFast
C2_MON_DLY,2,DELAY,Monitor Delay,2,C2_MON,C2_MON_OUT,1,1794,delay_ms=0.0;max_ms=250.0,InstantCtl
C2_MON_OUT,2,OUTPUT_TDM,Monitor Out,2,C2_MON_DLY,,1,1796,sport_id=2;slot_start=0;slot_count=2;sport_slots=8;signal=CODEC_OUT_1;scope=D24,
C2_USB_IN,2,AUX_INPUT,USB Input,2,,C2_MIX_MAIN_L;C2_MIX_MAIN_R,1,1797,level_db=-6.0;on=0,GainFast
C2_BT_IN,2,AUX_INPUT,BT Input,2,,C2_MIX_MAIN_L;C2_MIX_MAIN_R,1,1799,level_db=-6.0;on=0,GainFast
C2_DCA_01,2,DCA,DCA 1,1,,,1,1801,level_db=0.0;mute=0,GainFast
C2_DCA_02,2,DCA,DCA 2,1,,,1,1803,level_db=0.0;mute=0,GainFast
C2_DCA_03,2,DCA,DCA 3,1,,,1,1805,level_db=0.0;mute=0,GainFast
C2_DCA_04,2,DCA,DCA 4,1,,,1,1807,level_db=0.0;mute=0,GainFast
C2_DCA_05,2,DCA,DCA 5,1,,,1,1809,level_db=0.0;mute=0,GainFast
C2_DCA_06,2,DCA,DCA 6,1,,,1,1811,level_db=0.0;mute=0,GainFast
C2_DCA_07,2,DCA,DCA 7,1,,,1,1813,level_db=0.0;mute=0,GainFast
C2_DCA_08,2,DCA,DCA 8,1,,,1,1815,level_db=0.0;mute=0,GainFast
C2_MTR_AUX_01,2,METER,Aux 1 Meter,1,C2_AUX_OUT_01,,1,1817,taps=peak,
C2_MTR_AUX_02,2,METER,Aux 2 Meter,1,C2_AUX_OUT_02,,1,1818,taps=peak,
C2_MTR_AUX_03,2,METER,Aux 3 Meter,1,C2_AUX_OUT_03,,1,1819,taps=peak,
C2_MTR_AUX_04,2,METER,Aux 4 Meter,1,C2_AUX_OUT_04,,1,1820,taps=peak,
C2_MTR_AUX_05,2,METER,Aux 5 Meter,1,C2_AUX_OUT_05,,1,1821,taps=peak,
C2_MTR_AUX_06,2,METER,Aux 6 Meter,1,C2_AUX_OUT_06,,1,1822,taps=peak,
C2_MTR_AUX_07,2,METER,Aux 7 Meter,1,C2_AUX_OUT_07,,1,1823,taps=peak,
C2_MTR_AUX_08,2,METER,Aux 8 Meter,1,C2_AUX_OUT_08,,1,1824,taps=peak,
C2_MTR_AUX_09,2,METER,Aux 9 Meter,1,C2_AUX_OUT_09,,1,1825,taps=peak,
C2_MTR_AUX_10,2,METER,Aux 10 Meter,1,C2_AUX_OUT_10,,1,1826,taps=peak,
C2_MTR_AUX_11,2,METER,Aux 11 Meter,1,C2_AUX_OUT_11,,1,1827,taps=peak,
C2_MTR_AUX_12,2,METER,Aux 12 Meter,1,C2_AUX_OUT_12,,1,1828,taps=peak,
C2_MTR_MAIN_01,2,METER,Main 1 Meter,1,C2_MAIN_OUT_01,,1,1829,taps=peak;rms,
C2_MTR_MAIN_02,2,METER,Main 2 Meter,1,C2_MAIN_OUT_02,,1,1831,taps=peak;rms,
C2_MTR_MAIN_03,2,METER,Main 3 Meter,1,C2_MAIN_OUT_03,,1,1833,taps=peak;rms,
C2_MTR_MAIN_04,2,METER,Main 4 Meter,1,C2_MAIN_OUT_04,,1,1835,taps=peak;rms,
C2_MTR_GRP_01,2,METER,Grp 1 Meter,1,C2_GRP_COMP_01,,1,1837,taps=peak,
C2_MTR_GRP_02,2,METER,Grp 2 Meter,1,C2_GRP_COMP_02,,1,1838,taps=peak,
C2_MTR_GRP_03,2,METER,Grp 3 Meter,1,C2_GRP_COMP_03,,1,1839,taps=peak,
C2_MTR_GRP_04,2,METER,Grp 4 Meter,1,C2_GRP_COMP_04,,1,1840,taps=peak,
C2_MTR_SUB,2,METER,Sub Meter,1,C2_SUB_OUT,,1,1841,taps=peak,
C2_MTR_FX_01,2,METER,FX 1 Meter,1,C2_FX_FDR_01,,1,1842,taps=peak,
C2_MTR_FX_02,2,METER,FX 2 Meter,1,C2_FX_FDR_02,,1,1843,taps=peak,
C2_MTR_FX_03,2,METER,FX 3 Meter,1,C2_FX_FDR_03,,1,1844,taps=peak,
C2_MTR_FX_04,2,METER,FX 4 Meter,1,C2_FX_FDR_04,,1,1845,taps=peak,
C2_MTR_FX_05,2,METER,FX 5 Meter,1,C2_FX_FDR_05,,1,1846,taps=peak,
C2_MTR_FX_06,2,METER,FX 6 Meter,1,C2_FX_FDR_06,,1,1847,taps=peak,
C2_MAIN_ST_OUT,2,OUTPUT_TDM,Main Stereo Out (DAC MAIN),2,C2_MAIN_DLY,,1,1877,sport_id=3;slot_start=0;slot_count=2;sport_slots=8;signal=DAC_MAIN_L,
C2_CODEC_AUX_OUT,2,OUTPUT_TDM,Codec Aux Out,2,C2_MAIN_DLY,,1,1878,sport_id=2;slot_start=2;slot_count=2;sport_slots=8;signal=CODEC_OUT_3;scope=D24,
C2_RECV_MTX_01,2,INTERCHIP_RECV,Matrix 1 Recv,1,,C2_MTX_FDR_01,-1,-1,sport_id=2;slot=5;global_slot=37;sport_slots=16;signal=BUS_MTX_01,
C2_MTX_FDR_01,2,FADER_PAN,Matrix 1 Master,1,C2_RECV_MTX_01,C2_MTX_OUT_01,1,2003,level_db=0.0;mute=0,GainFast
C2_MTX_OUT_01,2,OUTPUT_TDM,Matrix 1 Out,1,C2_MTX_FDR_01,,1,2007,sport_id=4;slot_start=1;slot_count=1;sport_slots=8;signal=NET_OUT_02,
C2_RECV_MTX_02,2,INTERCHIP_RECV,Matrix 2 Recv,1,,C2_MTX_FDR_02,-1,-1,sport_id=2;slot=6;global_slot=38;sport_slots=16;signal=BUS_MTX_02,
C2_MTX_FDR_02,2,FADER_PAN,Matrix 2 Master,1,C2_RECV_MTX_02,C2_MTX_OUT_02,1,2008,level_db=0.0;mute=0,GainFast
C2_MTX_OUT_02,2,OUTPUT_TDM,Matrix 2 Out,1,C2_MTX_FDR_02,,1,2012,sport_id=4;slot_start=2;slot_count=1;sport_slots=8;signal=NET_OUT_03,
C2_RECV_MTX_03,2,INTERCHIP_RECV,Matrix 3 Recv,1,,C2_MTX_FDR_03,-1,-1,sport_id=2;slot=7;global_slot=39;sport_slots=16;signal=BUS_MTX_03,
C2_MTX_FDR_03,2,FADER_PAN,Matrix 3 Master,1,C2_RECV_MTX_03,C2_MTX_OUT_03,1,2013,level_db=0.0;mute=0,GainFast
C2_MTX_OUT_03,2,OUTPUT_TDM,Matrix 3 Out,1,C2_MTX_FDR_03,,1,2017,sport_id=4;slot_start=3;slot_count=1;sport_slots=8;signal=NET_OUT_04,
C2_RECV_MTX_04,2,INTERCHIP_RECV,Matrix 4 Recv,1,,C2_MTX_FDR_04,-1,-1,sport_id=2;slot=8;global_slot=40;sport_slots=16;signal=BUS_MTX_04,
C2_MTX_FDR_04,2,FADER_PAN,Matrix 4 Master,1,C2_RECV_MTX_04,C2_MTX_OUT_04,1,2018,level_db=0.0;mute=0,GainFast
C2_MTX_OUT_04,2,OUTPUT_TDM,Matrix 4 Out,1,C2_MTX_FDR_04,,1,2022,sport_id=4;slot_start=4;slot_count=1;sport_slots=8;signal=NET_OUT_05,
